   -0.034101,   0.019900,   -0.008102,   0.034482,   0.000245,   -0.035146,   0.007301,   -0.044840,   -0.017224,   0.047238,   -0.020391,   -0.047511,   0.035415,   -0.002310,   -0.021011,   -0.023417,   -0.027757,   0.029380,   0.048097,   0.003697,   0.005266,   0.035139,   -0.026571,   0.030842,   0.022344,-0.034020,0.014836,0.003689,-0.031250,0.000718,0.040684,0.014282,-0.006294,-0.006411,-0.022814,-0.017899,0.040642,-0.015712,0.027413,-0.003019,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034107,   0.019889,   -0.008099,   0.034467,   0.000248,   -0.035154,   0.007285,   -0.044837,   -0.017244,   0.047243,   -0.020382,   -0.047493,   0.035411,   -0.002286,   -0.021017,   -0.023414,   -0.027752,   0.029379,   0.048104,   0.003695,   0.005275,   0.035154,   -0.026575,   0.030863,   0.022340,-0.033743,0.014901,0.003602,-0.030861,0.000838,0.040562,0.013818,-0.006442,-0.006264,-0.022944,-0.017945,0.040683,-0.016094,0.027325,-0.002899,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034127,   0.019857,   -0.008092,   0.034421,   0.000257,   -0.035179,   0.007243,   -0.044828,   -0.017307,   0.047258,   -0.020352,   -0.047443,   0.035401,   -0.002211,   -0.021035,   -0.023406,   -0.027738,   0.029376,   0.048124,   0.003690,   0.005303,   0.035198,   -0.026585,   0.030927,   0.022327,-0.032771,0.015181,0.003489,-0.029491,0.001327,0.040406,0.012186,-0.007036,-0.006075,-0.023404,-0.018126,0.040735,-0.017433,0.026946,-0.002746,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034167,   0.019799,   -0.008082,   0.034330,   0.000266,   -0.035231,   0.007165,   -0.044816,   -0.017432,   0.047273,   -0.020291,   -0.047350,   0.035386,   -0.002062,   -0.021054,   -0.023390,   -0.027713,   0.029373,   0.048166,   0.003684,   0.005358,   0.035279,   -0.026599,   0.031052,   0.022316,-0.030976,0.015703,0.003295,-0.026933,0.002236,0.040135,0.009135,-0.008144,-0.005748,-0.024268,-0.018465,0.040826,-0.019900,0.026242,-0.002478,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034217,   0.019732,   -0.008081,   0.034201,   0.000264,   -0.035298,   0.007073,   -0.044817,   -0.017614,   0.047275,   -0.020212,   -0.047241,   0.035388,   -0.001846,   -0.021056,   -0.023368,   -0.027682,   0.029373,   0.048227,   0.003683,   0.005428,   0.035371,   -0.026600,   0.031231,   0.022318,-0.028423,0.016609,0.003157,-0.023279,0.003741,0.039948,0.004774,-0.009971,-0.005518,-0.025506,-0.019015,0.040888,-0.023403,0.025015,-0.002290,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034233,   0.019717,   -0.008089,   0.034153,   0.000262,   -0.035317,   0.007055,   -0.044829,   -0.017679,   0.047275,   -0.020189,   -0.047219,   0.035402,   -0.001769,   -0.021056,   -0.023362,   -0.027676,   0.029378,   0.048248,   0.003682,   0.005449,   0.035391,   -0.026589,   0.031296,   0.022321,-0.027297,0.016920,0.003329,-0.021678,0.004290,0.040193,0.002864,-0.010640,-0.005808,-0.026047,-0.019222,0.040805,-0.024952,0.024597,-0.002524,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034255,   0.019689,   -0.008105,   0.034068,   0.000254,   -0.035344,   0.007017,   -0.044852,   -0.017795,   0.047267,   -0.020157,   -0.047174,   0.035430,   -0.001630,   -0.021048,   -0.023354,   -0.027664,   0.029386,   0.048287,   0.003684,   0.005480,   0.035431,   -0.026567,   0.031413,   0.022333,-0.025644,0.017407,0.003272,-0.019330,0.005135,0.040116,0.000063,-0.011671,-0.005713,-0.026843,-0.019540,0.040830,-0.027226,0.023937,-0.002445,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034283,   0.019656,   -0.008139,   0.033940,   0.000230,   -0.035379,   0.006973,   -0.044901,   -0.017974,   0.047238,   -0.020116,   -0.047121,   0.035488,   -0.001417,   -0.021014,   -0.023343,   -0.027650,   0.029402,   0.048347,   0.003693,   0.005518,   0.035476,   -0.026521,   0.031590,   0.022367,-0.023301,0.018204,0.003184,-0.015981,0.006472,0.039996,-0.003934,-0.013295,-0.005564,-0.027983,-0.020036,0.040869,-0.030440,0.022857,-0.002324,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034304,   0.019638,   -0.008198,   0.033790,   0.000188,   -0.035406,   0.006949,   -0.044984,   -0.018183,   0.047184,   -0.020084,   -0.047093,   0.035587,   -0.001168,   -0.020950,   -0.023334,   -0.027642,   0.029431,   0.048417,   0.003710,   0.005548,   0.035502,   -0.026440,   0.031796,   0.022425,-0.020596,0.019190,0.003210,-0.012108,0.008099,0.040036,-0.008555,-0.015269,-0.005607,-0.029302,-0.020638,0.040854,-0.034145,0.021520,-0.002356,-0.029788,-0.038217,0.044897,0.012084,0.040970
   -0.034313,   0.019635,   -0.008250,   0.033683,   0.000150,   -0.035417,   0.006946,   -0.045059,   -0.018333,   0.047133,   -0.020071,   -0.047089,   0.035676,   -0.000989,   -0.020889,   -0.023331,   -0.027641,   0.029456,   0.048467,   0.003727,   0.005561,   0.035505,   -0.026368,   0.031943,   0.022477,-0.018745,0.019836,0.003244,-0.009453,0.009179,0.040086,-0.011723,-0.016579,-0.005663,-0.030209,-0.021041,0.040836,-0.036679,0.020644,-0.002401,-0.029788,-0.038217,0.044897,0.012084,0.040970
