0.044783,0.041887,-0.000554,-0.049055,-0.039742,-0.022230,0.026343,0.016232,-0.026685,-0.028921,-0.027370,0.028062,-0.000750,-0.028199,0.049360,0.017803,-0.002789,-0.010595,0.015682,-0.003189,0.020937,-0.044435,-0.047510,0.044941,0.010317,-0.046084,0.024404,0.036067,-0.018025,-0.019873,0.014365,-0.040081,0.017992,-0.041667,0.039143,-0.026653,0.007595,-0.043569,0.045308,-0.001067,0.041281,0.002083,0.026476,-0.029067,0.020537
0.044888,0.042026,-0.000460,-0.049117,-0.039737,-0.022223,0.026355,0.016239,-0.026689,-0.028922,-0.027303,0.028146,-0.000692,-0.028238,0.049363,0.017726,-0.002892,-0.010664,0.015726,-0.003191,0.020989,-0.044368,-0.047464,0.044910,0.010320,-0.049431,0.023084,0.036027,-0.018344,-0.020077,0.014361,-0.042111,0.017240,-0.041680,0.041657,-0.025577,0.007617,-0.045178,0.044706,-0.001080,0.041281,0.002083,0.026476,-0.029067,0.020537
0.044928,0.042082,-0.000423,-0.049141,-0.039737,-0.022222,0.026360,0.016240,-0.026690,-0.028923,-0.027277,0.028181,-0.000668,-0.028254,0.049365,0.017699,-0.002933,-0.010689,0.015743,-0.003190,0.021009,-0.044341,-0.047446,0.044898,0.010321,-0.050842,0.022651,0.035997,-0.018473,-0.020157,0.014359,-0.042971,0.017002,-0.041693,0.042710,-0.025210,0.007635,-0.045859,0.044513,-0.001092,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045024,0.042195,-0.000353,-0.049194,-0.039731,-0.022216,0.026369,0.016244,-0.026692,-0.028925,-0.027216,0.028251,-0.000624,-0.028288,0.049370,0.017630,-0.003016,-0.010738,0.015780,-0.003191,0.021057,-0.044286,-0.047410,0.044871,0.010325,-0.053583,0.021636,0.036134,-0.018726,-0.020321,0.014371,-0.044640,0.016431,-0.041598,0.044758,-0.024377,0.007525,-0.047182,0.044052,-0.001020,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045195,0.042362,-0.000222,-0.049297,-0.039709,-0.022204,0.026384,0.016253,-0.026699,-0.028926,-0.027109,0.028353,-0.000544,-0.028353,0.049385,0.017505,-0.003141,-0.010833,0.015854,-0.003206,0.021142,-0.044205,-0.047347,0.044820,0.010337,-0.057501,0.020001,0.036209,-0.019101,-0.020567,0.014379,-0.047021,0.015491,-0.041536,0.047700,-0.023053,0.007457,-0.049069,0.043301,-0.000976,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045394,0.042528,-0.000053,-0.049433,-0.039663,-0.022188,0.026399,0.016267,-0.026709,-0.028924,-0.026985,0.028455,-0.000440,-0.028436,0.049415,0.017360,-0.003265,-0.010956,0.015953,-0.003238,0.021239,-0.044124,-0.047264,0.044754,0.010360,-0.061274,0.018610,0.035958,-0.019479,-0.020796,0.014356,-0.049305,0.014703,-0.041674,0.050549,-0.021906,0.007632,-0.050883,0.042671,-0.001089,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045380,0.042526,-0.000027,-0.049441,-0.039661,-0.022190,0.026399,0.016269,-0.026710,-0.028924,-0.026993,0.028454,-0.000423,-0.028442,0.049416,0.017370,-0.003263,-0.010976,0.015959,-0.003238,0.021233,-0.044125,-0.047251,0.044749,0.010361,-0.061371,0.018825,0.035437,-0.019489,-0.020789,0.014308,-0.049360,0.014845,-0.041993,0.050621,-0.022055,0.008023,-0.050929,0.042782,-0.001341,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045416,0.042560,-0.000006,-0.049461,-0.039657,-0.022188,0.026401,0.016270,-0.026710,-0.028925,-0.026970,0.028475,-0.000410,-0.028455,0.049419,0.017345,-0.003288,-0.010990,0.015973,-0.003240,0.021251,-0.044109,-0.047241,0.044739,0.010363,-0.062178,0.018568,0.035535,-0.019561,-0.020836,0.014317,-0.049854,0.014704,-0.041929,0.051220,-0.021840,0.007947,-0.051319,0.042667,-0.001292,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045522,0.042649,0.000061,-0.049524,-0.039640,-0.022182,0.026408,0.016273,-0.026713,-0.028925,-0.026902,0.028530,-0.000367,-0.028495,0.049431,0.017270,-0.003353,-0.011037,0.016016,-0.003251,0.021304,-0.044065,-0.047208,0.044708,0.010373,-0.064242,0.017878,0.035718,-0.019753,-0.020959,0.014334,-0.051112,0.014320,-0.041806,0.052761,-0.021264,0.007801,-0.052316,0.042357,-0.001198,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045709,0.042788,0.000192,-0.049643,-0.039596,-0.022170,0.026420,0.016281,-0.026721,-0.028925,-0.026784,0.028616,-0.000286,-0.028570,0.049460,0.017134,-0.003456,-0.011131,0.016102,-0.003280,0.021397,-0.043997,-0.047143,0.044649,0.010395,-0.067358,0.016745,0.035826,-0.020055,-0.021148,0.014345,-0.053006,0.013681,-0.041724,0.055102,-0.020331,0.007709,-0.053818,0.041843,-0.001139,0.041281,0.002083,0.026476,-0.029067,0.020537
0.045897,0.042922,0.000323,-0.049765,-0.039551,-0.022158,0.026432,0.016290,-0.026728,-0.028924,-0.026665,0.028698,-0.000205,-0.028646,0.049489,0.016998,-0.003555,-0.011224,0.016189,-0.003311,0.021490,-0.043932,-0.047079,0.044588,0.010418,-0.070339,0.015703,0.035931,-0.020343,-0.021329,0.014355,-0.054820,0.013096,-0.041644,0.057340,-0.019467,0.007618,-0.055257,0.041372,-0.001082,0.041281,0.002083,0.026476,-0.029067,0.020537
0.046124,0.043070,0.000491,-0.049918,-0.039494,-0.022139,0.026445,0.016303,-0.026740,-0.028920,-0.026524,0.028790,-0.000101,-0.028741,0.049526,0.016831,-0.003666,-0.011347,0.016301,-0.003351,0.021602,-0.043860,-0.046996,0.044513,0.010446,-0.073621,0.014428,0.035835,-0.020667,-0.021535,0.014347,-0.056820,0.012369,-0.041687,0.059814,-0.018424,0.007678,-0.056844,0.040790,-0.001121,0.041281,0.002083,0.026476,-0.029067,0.020537
0.046215,0.043133,0.000553,-0.049977,-0.039473,-0.022134,0.026450,0.016306,-0.026743,-0.028921,-0.026465,0.028829,-0.000062,-0.028779,0.049540,0.016766,-0.003713,-0.011390,0.016343,-0.003365,0.021648,-0.043829,-0.046966,0.044483,0.010458,-0.075063,0.013952,0.035883,-0.020801,-0.021621,0.014351,-0.057701,0.012105,-0.041648,0.060890,-0.018026,0.007635,-0.057541,0.040577,-0.001094,0.041281,0.002083,0.026476,-0.029067,0.020537
0.046409,0.043256,0.000689,-0.050108,-0.039421,-0.022122,0.026460,0.016315,-0.026752,-0.028919,-0.026343,0.028905,0.000024,-0.028862,0.049574,0.016626,-0.003803,-0.011488,0.016436,-0.003400,0.021744,-0.043769,-0.046898,0.044419,0.010484,-0.077755,0.013031,0.035895,-0.021062,-0.021786,0.014353,-0.059341,0.011589,-0.041624,0.062909,-0.017260,0.007614,-0.058841,0.040162,-0.001080,0.041281,0.002083,0.026476,-0.029067,0.020537
0.046735,0.043440,0.000912,-0.050325,-0.039330,-0.022096,0.026477,0.016333,-0.026769,-0.028914,-0.026139,0.029019,0.000161,-0.028997,0.049631,0.016387,-0.003941,-0.011651,0.016596,-0.003465,0.021905,-0.043679,-0.046789,0.044312,0.010529,-0.081659,0.011442,0.035948,-0.021453,-0.022038,0.014359,-0.061725,0.010675,-0.041571,0.065857,-0.015965,0.007558,-0.060735,0.039431,-0.001046,0.041281,0.002083,0.026476,-0.029067,0.020537
